ROADIE	Band hand
BORON	Element next to carbon on the periodic table
BORON	The fifth element
BOSC	Crunchy pear
BOSC	Russet pear variety
BOSS	Head for business?
BOSS	Top suit
BOT	Autonomous computer program
BOTH	Waffler's choice
BOTSWANA	Country known for its diamond industry
BOWL	Pipe part
BOWLINGALLEY	Member of Group 1
BOX	Square that can follow each of the three words in each starred answer
BOXER	Hit man?
BOXERSORBRIEFS	Choice at the haberdasher
BRA	Bikini half
BRA	Victoria's Secret buy
BRAEBURN	Sweet-tart apple
BRAEBURNAPPLE	Sweet-tart fruit (with a Chicago running back)
BRAG	Be boastful
BRAGA	Sonia of "Kiss of the Spider Woman"
BRAIN	Scarecrow's quest
BRAINEDBOUT	Boxing match in which one is hit hard on the noggin?
BRAINY	Qualified for Mensa
BRAKESHOE	It tightens in a drum
BRAN	See 62-Across
BRAN	Stuff in a muffin
BRANGELINAFANZINE	Periodical dedicated to a supercouple?
BRAS	Some intimate apparel
BRAS	They're tops at the beach
BRAT	Little monster
BRATS	Tailgating fare
BRATTY	Hardly angelic
BRAU	Meister ___ (beer brand)
BRAVES	45-Across was with them for 20 years
BRAYS	Makes like a donkey
BRAZ	Its official lang. is Portuguese
BRB	I'm away from the computer for a few minutes, in three letters
BREAD	Some wealth
BREAKB	Take courses?
BREAKERS	Foamy waves
BREAST	KFC choice
BREEZES	Vane turners
BRENDAN	Borstal Boy author Behan
BRET	Baier of Fox News
BREWSKIBANNER	Sign announcing a city's beer festival?
BRIAN	Piccolo played by James Caan
BRICKDELAYER	Breakdown at the adobe factory?
BRIEENCOUNTER	Meeting in a cheese shop?
BRIEF	Lawyer's filing
BRIGHTBANGLE	Glittery piece of jewelry?
BRIGS	Slammers at sea
BRIM	Fedora feature
BRISK	Bustling, as business
BRIT	Blackpool bloke
BRITANNIA	Famed royal yacht
BRITISHISMS	Bob's your uncle and "spot on," e.g. (substitution for F)
BRITISHSHILLING	Advertising travel to England?
BRITONS	Bath people
BRO	Bud
BRO	Hipster's chum
BROAD	Thick loaf?
BROADAXES	Tools with big heads
BROADBRACE	Medical support for a wide neck?
BROKERAGEACCOUNT	The Wolf of Wall Street?
BROTHEL	Madam's place
BRR	Chilling sound?
BRR	Shivery sound
BRUISES	Apple flaws
BRUNI	Model Carla married to Nicolas Sarkozy
BRUNO	Music's Mars
BRUNT	Full force
BRUTAL	Extremely harsh
BSA	Troop group: Abbr.
BTO	You Ain't Seen Nothing Yet band, familiarly
BUB	Fella
BUCK	Deer
BUCKO	Young fella
BUD	Caper, e.g.
BUD	Future leaf
BUENO	Acapulco approval
BUFFALOWINGS	Intimidate the "Silly Love Songs" band?
BUGEYED	Like monsters in classic sci-fi
BUGGYRIDE	Amish Country outing
BUGLEBULGE	Swelling section of a military horn?
BUICKS	Riviera and Park Avenue, e.g.
BULB	Future fritillary
BULLSEYES	Perfect shots
BULOVA	Watch brand since 1875
BUMP	Displace from an overbooked flight
BUN	Dog holder
BUN	Frank holder
BUN	Whopper topper
BUNSEN	Chemist Robert who developed a lab burner
BUR	Beggar's-ticks pod
BUR	Prickly seed case
BUREAU	Government department
BURLS	Bumps on a log
BURR	Duelist of 1804
BURRO	Cart tower
BURRO	Pack carrier
BURS	Prickly seed cases
BURST	Fireworks display
BUSES	Their business is picking up
BUSH	Carson rival
BUSIES	Occupies
BUTANE	Lighter fill
BUTLER	Manor minder
BUTTE	Copper capital of the late 1800s
BVD	Letters found in briefs
BYE	Parting word
BYE	Tournament pass
BYES	Playoff passes
BYGUM	Gosh dang!
BYPASS	Truck route, perhaps
BYTE	Computer unit
BYTE	Digital unit
BYTE	Memory unit
BYU	Provo sch.
CAAN	James of "Elf"
CAAN	James of "The Godfather"
CAAN	Scott of "Hawaii Five-0"
CAB	One in the fare trade
CABCALLOWAY	Minnie the Moocher singer
CABLE	Satellite TV alternative
CABLE	TV hookup for many
CABS	Their business is picking up
CACAO	Caffeinated beans
CAD	Bounder
CAD	Ungentlemanly fellow
CADET	Potential officer
CADETTE	Girl Scout level two above Brownie
CAESURAS	Poetic breaks
CAFE	Bookstore feature, often
CAFE	Site for a bite
CAGE	Batting practice backdrop
CAGESUP	Confines, in a way
CAHN	High Hopes lyricist
CAIN	Brother who "was very wroth"
CAIN	Member of the first family
CAINE	Hannah and Her Sisters Oscar winner
CAINE	Kung Fu hero
CAINE	Oscar winner for "The Cider House Rules"
CAJUN	Like gumbo and jambalaya
CAL	Latin jazz musician Tjader
CAL	Quiet Coolidge
CALAIS	City near one end of the Chunnel
CALCUTTA	Birthplace of Thackeray
CALE	Singer-songwriter J.J.
CALEB	Novelist Carr
CALI	Colombian city considered the capital of salsa
CALIENTE	Like summers in Sevilla
CALLA	Lily variety
CALLSIGN	Station identification
CALMS	Pacifies
CAM	One might shoot a nanny
CAME	Got in
CAME	Showed up
CAME	Was in attendance
CAMEL	Figure skating maneuver
CAMELATER	Ensued
CAMEO	Brief appearance
CAMEON	Found unexpectedly
CAMERA	Set shooter
CAMILLA	Charles's wife
CAMP	Summer home for some
CAMRYN	Emmy winner Manheim
CAMUS	Le Mythe de Sisyphe author
CAN	Fire
CAN	Fire
CAN	Slammer
CANADA	The True North strong and free
CANAL	Gondola setting
CANDID	Frank
CANDO	Enthusiastically determined
CANDY	It might come from Mars
CANES	U Miami team, familiarly
CANINE	Incisor-bicuspid go-between
CANNERYROW	1945 novel by John Steinbeck
CANNIBALS	Robinson Crusoe baddies
CANNY	Astute
CANOE	Camp conveyance
CANOE	Kayak's cousin
CANOLA	Cooking oil
CANON	Ricoh rival
CANOPENER	Kitchen gadget
CANOPY	Parachute part
CANS	Axes
CANSO	Response to a playground challenge
CANTATA	Baroque work
CANTBEBEAT	Outshine all rivals
CANTER	Gait between trot and gallop
CANUCK	Rogers Arena player
CANYON	Site for some rafters
CAP	Spending limit
CAP	Upper limit
CAPA	Attire for un vampiro
CAPECOD	Home style
CAPECOD	Provincetown setting
CAPECOWARD	Bull that's afraid to charge the matador?
CAPERS	Cavorts playfully
CAPONS	Poultry buys
CAPOTE	2005 biopic nominated for a Best Picture Oscar
CAPS	Upper limits
CAPTION	Photo ID?
CAR	Enterprise offering
CAR	Enterprise offering
CARDIACSURGEONS	Their business involves hearts
CARDTREAT	Generous restaurant gesture, made with plastic?
CARED	Felt compassion
CAREER	Calling
CARER	Compassionate sort
CARERS	Home health aides, e.g.
CAREW	1977 American League MVP
CARGONET	Lading aid
CARHOP	Skating server
CARIBBEAN	1989 James Michener novel
CARLA	Rhea's role for 11 seasons
CARLO	Pinocchio author Collodi
CARLO	Crime boss Gambino
CARLY	Rival of Donald, Marco and Jeb
CAROL	Christmas song
CAROUSELMA	Film about a Maine barker making a march for civil rights?
CARP	Gripe
CARP	Grouse
CARPOOLED	Got to work greenly
CARPS	Gripes
CARPS	Grouses
CARR	Raiders quarterback Derek
CARREL	Library fixture
CARS	2006 film set in Radiator Springs
CARS	Sleepers, e.g.
CARTA	Magna ___
CARTALK	Don't drive like my brother show
CARTON	Mover's burden
CARTOONISH	Exaggerated
CARTS	Supermarket parking lot hazards
CARY	Grace's "To Catch a Thief" co-star
CARYGRANT	Notorious star
CASA	Quito quarters
CASANOVAS	Rakes
CASE	Detective's job
CASE	Docket listing
CASED	Checked out for a subsequent heist
CASER	Robber's advance man
CASES	Docket items
CASH	Billfold contents
CASH	Some wealth
CASHEW	Nut tree closely related to poison ivy
CASHISKING	Investing maxim
CASPIAN	Prince in the Narnia books
CASS	Sinclair Lewis's "___ Timberlane"
CASSATTPARTY	American Impressionist's group at a Paris bistro?
CAST	Fracture fixer
CASTANETS	Dancer's clickers
CASTE	Social class
CASTE	Worker bees, e.g.
CASTINGCALL	A Chorus Line event
CASTLE	Keep house?
CASTLESINTHEAIR	Pipe dreams
CAT	Himalayan, e.g.
CAT	Persian or Abyssinian
CAT	Subject of many a viral video
CATBURGLAR	Second-story man
CATCALLWITNESS	*Person sitting next to a heckler, e.g.?
CATCHTHEBMINUS	Pull out a grade in the low 80s?
CATER	Do the dishes?
CATER	Provide food for
CATH	Msgr.'s faith
CATNAPS	Quick refreshers
CATS	Musical that includes "The Song of the Jellicles"
CATSEYES	Spooky pair in the dark
CATSUP	Takeout packet
CATT	League of Women Voters founder
CATTAILS	Plants found in marshy habitats
CATWALKS	Model routes
CAUCUS	Political get-together
CAUSE	Champion's inspiration
CAV	King James, e.g.
CAVALRYSOARED	Horse soldiers took wing?
CAVETTSCRADLE	Item in talk show host Dick's childhood nursery?
CAW	Rookery sound
CAWS	Cornfield cacophony
CAYENNE	Pepper variety named for French Guiana's capital
CBER	Smokey spotter
CBS	Its CEO is Les Moonves
CCELL	Common flashlight battery
CCOB	Potential pipe
CCR	Bad Moon Rising band, for short
CCS	Includes in an email's recipients
CDC	Outbreak watchdog based in Ga.
CDT	OK summer hours
CEASE	Suspend
CEASED	Was no more
CEDAR	Tree with fragrant wood
CEDE	Give up
CEDE	Hand over
CEDE	Yield control of
CEDILLA	Literally, "little z," in old Spanish
CEDING	Giving up
CEELO	Green with Grammys
CEELO	Green with five Grammys
CEELO	Usher replaced him on "The Voice"
CEL	Animator's sheet
CEL	Cartoon component
CEL	Collectible sheet
CEL	Disney collectible
CELEB	Paparazzo's target
CELEB	Star
CELIA	Cruz dubbed the Queen of Salsa
CELIA	Oliver's love in "As You Like It"
CELLO	Yo-Yo strings
CELLOS	String quartet instruments
CELS	Sheets with cartoon characters on them
CELS	Toon frames
CELT	Druid, e.g.
CELTIC	Bird, until 1992
CEMENT	Concrete component
CENSUS	Once-a-decade count
CENTAUR	Horse race?
CENTAVO	Peso part
CENTS	Euro divisions
CEO	Co. captain
CEO	Corp. bigwig
CEO	Corp. head
CEO	Corp. honcho
CEO	Corp. honcho
CEO	Opening bell ringer at the NYSE, often
CEREBRA	Controllers of movement and speech
CESA	Labor leader who co-founded...
CESAR	Composer Franck
CESAR	French composer Franck
CESAR	French film award
CESARCHAVEZ	Noted farm-worker-turned-activist
CESSNA	Maker of Citation Excel jets
CEST	Cole Porter's "___ Magnifique"
CFLAT	B's equivalent
CFO	Corp. check signer
CFO	Corp. money manager
CFO	Corp. purse strings holder
CFOS	Corp. money managers
CHA	Brit's brew, informally
CHACHACHA	Mambo's cousin
CHAI	Starbucks order
CHAIN	Burden for Marley's ghost
CHAINFONDA	Two-time Best Actress Oscar winner who's into bondage?
CHAMBERPOTS	They were once going places
CHAN	Sleuth in films including "Black Magic" and "The Jade Mask"
CHAN	Tucker's "Rush Hour" co-star
CHAN	Tucker's "Rush Hour" co-star
CHANCESARE	Johnny Mathis hit of 1957
CHANEY	Hollywood's "Man of a Thousand Faces"
CHANGEOFPA	Break from routine
CHANGEOFPAYS	Corporate raises?
CHAP	Fellow
CHAP	Guy
CHAPS	Cowboy's leggings
CHAPTERELEVEN	Bankruptcy protection
CHAR	More than brown
CHARGED	Formally accused
CHARLIXCX	Boom Clap singer
CHARON	Pluto's largest moon
CHASE	Salmon on the $10,000 bill
CHASM	Significant divide
CHASM	Yawning gorge
CHAT	Easy exchange
CHATS	Online conversations
CHE	Evita narrator
CHEAPO	Bottom-of-the-line
CHEAPTILLS	Products sold at Cut-Rate Cash Registers?
CHEAPTREAT	Penny candy, e.g.?
CHEEP	Nest noise
CHEETA	Jiggs's role opposite Johnny Weissmuller
CHELSEA	Affluent London area
CHEMISE	Victoria's Secret garment
CHERRYORBACH	Broadway and TV actor who's fond of fruit pie?
CHERRYSTONECLAM	Fruity raw bar item
CHESSPIE	Sugary Southern dessert
CHEST	Where the heart is
CHESTS	Safekeeping sites
CHET	Jazz trumpeter Baker
CHEVYCHASE	Gerald Ford impersonator of the 1970s
CHEWY	Like Bit-O-Honey candies
CHEX	Total competitor
CHI	Acupuncturist's concern
CHI	Greek's X
CHIA	Mint plant that sprouts on some pets
CHIC	In vogue
CHIC	Quite smart
CHIC	Sophisticated
CHICKCOREA	Jazz fusion pioneer
CHICKENS	It's hard to make out
CHIDEGUEVARA	Tell off a revolutionary?
CHIEF	Perry White, to Jimmy Olsen
CHILE	Nation whose width is less than a twelfth of its length
CHILLAX	Take it easy, dude!
CHILLAXWORKAHOLIC	Advice to one who spends an inordinate amount of time at the office?
CHILLBIDEN	Politician's wife who likes to kick back?
CHIMP	Bonzo, e.g.
CHINA	Home plates?
CHINDEEP	Like the middle of the pool, maybe
CHIRP	Sound from above
CHIS	Greek X's
CHITA	Tony winner Rivera
CHLOE	Paris-based fashion house
CHLOE	Sevigny of "Boys Don't Cry"
CHO	Comedian Margaret
CHOICEKILMER	American poet who's good at decision-making?
CHOIR	Gospel group
CHOKER	Tight necklace
CHOO	Shoe designer Jimmy
CHOPIN	Raindrop prelude composer
CHOPS	Jazzman's aptitude
CHOPS	Jazzman's skill
CHORE	Taking out the trash, e.g.
CHORISTERS	Hymn singers
CHORUSES	Refrains from singing
CHOU	China's ___ En-lai
CHRIS	Rock on stage
CHRISTMASCLUB	Account often depleted at the end of the year
CHRISTO	Wrap artist?
CHROMETOPAPA	Cheapskate's gift for Dad on his silver anniversary?
CHRONICTYPES	Habitual liars, e.g.?
CHU	Former Energy Department head Steven
CHUM	Bro
CHUM	Bud
CHUTE	Hotel laundry room sight
CIA	The Bourne Identity org.
CIA	Counterpart of MI6 and Mossad
CIA	MI6 counterpart
CIA	Org. based in Langley
CIA	Org. headed by John Brennan
CIA	Org. in many spy thrillers
CIA	Spooks' org.
CIAO	Italian farewell found in the three longest Across answers
CIAOPERATIVES	Covert U.S. agents
CIERAS	Some Oldsmobiles
CIG	Smoke, for short
CIGAR	Cohiba Esplendido, notably
CIGARBANDCOLLECTION	*Product of a smoker's hobby?
CIGS	Merit offering, for short
CILIA	Lashes
CILIA	Lashes
CIN	Reds, on scoreboards
CINC	Pres., militarily
CINEASTS	Film fans
CINEMAX	The Knick network
CIR	Geom. figure
CIRCE	Mythical enchantress
CIRCLE	Nice round figure
CIRRI	Wispy clouds
CISCO	Networking equipment giant
CITABLE	Worthy of inclusion in a bibliography
CITE	Refer to
CITI	___ Field (home of the Mets)
CIVIL	Polite
CIVIL	Politely courteous
CLAD	Covered
CLAIMS	Adjusters adjust them
CLAIROL	Maker of Natural Instincts hair color
CLAM	Steamer, e.g.
CLAP	Hand-to-hand contact
CLARA	Bow in the silents
CLASH	Look bad together, in a way
CLASP	Handbag feature
CLASSA	Minor league baseball level
CLASSACT	Paragon of gracious behavior
CLASSIFIEDAWARDS	Best Secret Agent and others?
CLASSMATE	*Yearbook signer
CLAY	Potter's medium
CLEAN	Drug-free
CLEANCUT	Respectably wholesome
CLEAVE	Cut through
CLEF	Score starter
CLEO	The Most Happy Fella waitress
CLEOPATRAFFIC	Film about a queen pursued by DEA agents?
CLERK	One for the record books?
CLETE	Baseball's Boyer
CLIC	___ Stic (pen brand)
CLIENT	Ad agency customer
CLIFF	Starting point for a hang glider
CLIFT	Montgomery of "A Place in the Sun"
CLING	Hold on tightly
CLINK	Champagne glasses sound
CLIO	Ad biz award
CLIO	Muse known as "The Proclaimer"
CLIP	Staple substitute
CLIPART	Newsletter ornamentation
CLIPS	Emmy broadcast feature
CLOCKS	They've got the time
CLONED	Made much of?
CLONES	Most "Orphan Black" characters
CLOSER	Mariano Rivera, for most of his career
CLOSES	Stops taking customers
CLOSESHAVE	Narrow escape from danger
CLOT	Heparin target
CLOVE	Garlic bulb part
CLOYS	Is sickeningly sentimental
CLUB	Wood, e.g.
CLUCK	Sound of reproach
CLUE	What you're reading
CMON	You know you want to!
CMON	You've gotta be kidding!
CNN	The Situation Room carrier
CNN	Atlanta-based co.
CNOTE	Benjamin
COAL	Wyoming resource
COARSE	Unsuitable for delicate ears
COAT	Men's formalwear purchase
COATS	Checkroom collection
COAXER	Smooth-talking sort
COBRA	Portuguese word for "snake"
COBRA	Portuguese word for "snake"
COCA	Andean stimulant
COCA	Caesar's partner
COCO	Designer Chanel
COCOAS	Winter quaffs
COCONUTPAL	Friend who supplies you with macaroons?
COD	New England fisherman's catch
CODE	Member of Set 2
CODE	Program makeup
CODER	Programming pro
CODERS	Many Oracle employees
CODES	Writes a program
COEDS	New Princeton students of 1969
COEDS	Sorority sisters, once
COEUR	___ d'Alene, Idaho
COG	Small part of a big machine
COG	Tooth that turns
COG	Tooth with gaps between it and its neighbors
COGNATES	Gato, Katze, chat and cat, e.g.
COGS	Machinery parts
COGS	They have perfect sets of teeth
COHAB	Roommate, informally
COHAN	Give My Regards to Broadway composer
COHAN	Over There songwriter
COHAN	1942 Cagney role
COHOST	Many a morning show personality
COIF	Beehive, e.g.
COIF	Stylist's creation
COIL	Cochlea's shape
COIN	Hard cash?
COKES	Fountain orders
COKIE	Journalist Roberts
COLA	Dark drink
COLA	Jolt, for one
COLD	Far away, in a children's game
COLDONE	Brewski
COLDS	They're easy to catch
COLDTURKEY	*Extreme way to quit
COLEUS	Colorful garden plant
COLLISIONCORES	Reactor parts where particles crash into each other?
COLLISIONCORPSE	Zombie involved in a crash?
COLONIAL	Home style
COLORS	Pigments
COLOSSAL	Mammoth
COLUMNBUS	Shuttle from one end of a portico to the other?
COMAS	Deep sleeps
COMBOS	Jam producers?
COME	Get in
COMEDIAN	Crystal or Rock
COMEDIAN	Stand-up guy
COMEINS	Place in a race
COMEON	Marketer's ploy
COMEOUT	Hit the newsstands
COMETH	Verb in an O'Neill title
COMMIE	McCarthy target
COMMONPLAYS	Dramatic works of a vulgar nature?
COMMUNITYSERVICE	Start of a tennis game in front of the local population?
COMP	Give gratis
COMPASSEMBLY	Burro's fitting together of navigational instruments?
COMPLEA	Bargain for leniency
COMPLNT	Butter up
CONAN	TBS show since November 2010
CONGAS	Party lines
CONIC	Ellipse or parabola, e.g.
CONIC	Parabola, ellipse or hyperbola
CONICPAIN	Result of wearing a too-tight dunce cap?
CONK	Knock on the noggin
CONNED	Took in
CONSEQUENTIALLY	As a result, and a hint to a three-letter chunk in the five long Down answers
CONTAINED	Like some forest fires and rumors
COO	Dove's call
COO	Pigeon sound
COO	Rooftop sound
COOED	Made lovey-dovey sounds
COOK	Do Child labor?
COOK	Make the Thanksgiving dinner
COOL	West Side Story song
COOLEDIT	Settled down
COOPT	Make one's own
COOT	Cantankerous fellow
COOT	Eccentric oldster
COP	Arresting figure
COP	One pounding the beat
COPAY	Doctor's visit outlay
COPAY	HMO requirement, often
COPE	Manage
COPE	Overcome trouble
COPIED	Knocked off
COPILOT	Cockpit worker
COPLAND	Fanfare for the Common Man composer
COPPERTOP	Duracell feature
COPSE	Little wood
CORAL	Composition of some keys
CORAL	Pink hue
CORDOBA	Chrysler touted by Ricardo Montalban
CORE	Apple center
CORE	Apple component
CORE	Middle Earth?
CORES	Hearts
CORINTH	City of Greece
CORK	Stopper that may be a popper
CORKERS	Humdingers
CORKYSAMPLE	Recipient of a thumbs-down at a wine tasting?
CORN	Thanksgiving staple
CORNCORD	Feature of an electrified maize field?
CORNERSTORE	Neighborhood business, or a hint to finding the contest answer
CORNISH	From Falmouth, say
CORNS	Problems for podiatrists
CORNYPITCHES	Ads featuring unsophisticated humor?
CORONA	Surrounding glow
CORTEX	Consciousness center
COS	NYSE listings
COSI	Adverb in a Mozart opera title
COSIGN	Endorse for a loan, perhaps
COSSACKS	Crimean War group
COST	Come to
COSTA	___ Brava (region of Spain)
COSTS	Sells for
COT	Camp sight
COT	Foldable furniture
COUCH	Remote location
COUCHPOTATO	The person who's vegging out
COULD	Had the ability to
COUNTUP	Total
COURSEPROS	They'll show you how to swing
COVES	Places to put in
COVET	Long to have
COVETEDDORMS	Best housing on campus?
COVEY	Partridge family
COW	Female elephant
COW	Scare into silence
COWBOYBOUTIQUE	Place to buy stylish chaps and Stetsons?
COWER	Quail
COWL	One might hide a tonsure
COWPATTY	Intimidate a storied newspaper heiress?
COWS	Some stock
CPA	Busy person in Apr.
CPA	Busy worker in Apr.
CPA	Pro in the ledger domain: Abbr.
CPLUS	Slightly-better-than-average mark
CPR	Lifeguard's skill, for short
CPR	YMCA class
CPU	Brains of a PC
CPU	PC's brain
CRAB	Sebastian in "The Little Mermaid," e.g.
CRADLE	Hold protectively
CRAFT	Make by hand
CRAG	Rock climber's challenge
CRAIG	Spectre star
CRANE	Frequent 44-Down creation
CRANE	Origami creation
CRANIA	Brain protectors
CRANIUM	Head case
CRAPS	Game for shooters
CRASH	Attend without an invitation
CRASS	Lacking refinement
CRATER	Impact site
CRATERS	Tycho and Copernicus, for two
CRAVEN	Lily-livered
CRAWLSMCE	Cramped access area
CRAZYHORSE	His native name was Tashunka Witko
CREAM	Neutral paint color
CREASE	Fold
CREATE	Fashion
CREATURES	Sci-fi stalkers
CRECHE	December display
CRED	Bright lipstick shade
CREDITORDEBIT	Choice at the cash register
CREDO	Statement of beliefs
CREDS	Log-in info, in computer slang
CREE	Language spoken along James Bay
CREE	Language that gave us "pemmican"
CREELS	Anglers' baskets
CREEPING	Like ground ivy
CREME	Oreo layer
